feature_1,feature_2,correlation,abs_correlation
ema_5m_normalized,slope2_ema_10m_normalized,-0.4134688058370265,0.4134688058370265
slope_ema_5m_normalized,slope2_ema_10m_normalized,0.413468805836997,0.413468805836997
bb_position_20,macd_normalized,0.41252881584832735,0.41252881584832735
bb_position_20,ema_crossover_5m_60m,0.41252881584832735,0.41252881584832735
ema_15m_normalized,oc_spread,-0.41001444418259936,0.41001444418259936
slope_ema_15m_normalized,oc_spread,0.4100144441825774,0.4100144441825774
ema_15m_z,slope_ema_15m_normalized,0.4087515474897353,0.4087515474897353
ema_15m_normalized,ema_15m_z,-0.40875154748972475,0.40875154748972475
bb_position_20,dist_from_high_30m,0.40811061520361247,0.40811061520361247
ema_10m_z,dist_from_low_30m,0.406537936882825,0.406537936882825
macd_signal_normalized,dist_from_low_30m,0.40363130793529894,0.40363130793529894
ema_30m_z,rsi_14,0.3989642486048412,0.3989642486048412
ema_15m_z,dist_from_high_30m,0.39714742416929666,0.39714742416929666
price_z,macd_histogram_normalized,0.39621708979637404,0.39621708979637404
ema_30m_z,momentum_15m,0.39021621870928636,0.39021621870928636
macd_histogram_normalized,dist_from_low_30m,0.38635879002191653,0.38635879002191653
slope_ema_30m_normalized,return_lag_1,0.3857214175267635,0.3857214175267635
ema_30m_normalized,return_lag_1,-0.385721417526751,0.385721417526751
ema_10m_normalized,slope2_ema_30m_normalized,-0.3827735480038613,0.3827735480038613
slope_ema_10m_normalized,slope2_ema_30m_normalized,0.38277354800383784,0.38277354800383784
slope_ema_5m_normalized,return_lag_2,0.3794045445277388,0.3794045445277388
ema_5m_normalized,return_lag_2,-0.3794045445277243,0.3794045445277243
ema_15m_z,dist_from_low_30m,0.37516587334345963,0.37516587334345963
slope2_ema_5m_normalized,return_lag_1,-0.3734768445490714,0.3734768445490714
momentum_30m,macd_histogram_normalized,0.36737412862923075,0.36737412862923075
return_1m,bb_position_20,0.3641022557139689,0.3641022557139689
ema_5m_normalized,dist_from_low_30m,-0.36399921706935706,0.36399921706935706
slope_ema_5m_normalized,dist_from_low_30m,0.3639992170693414,0.3639992170693414
momentum_60m,dist_from_low_30m,0.36282082411958255,0.36282082411958255
oc_spread,bb_position_20,0.36178238191810325,0.36178238191810325
ema_10m_z,slope_ema_10m_normalized,0.36060931546421454,0.36060931546421454
ema_10m_normalized,ema_10m_z,-0.36060931546421,0.36060931546421
ema_15m_normalized,slope2_ema_60m_normalized,-0.35507722152721266,0.35507722152721266
slope_ema_15m_normalized,slope2_ema_60m_normalized,0.3550772215271957,0.3550772215271957
slope_ema_30m_normalized,return_lag_2,0.3545258640834007,0.3545258640834007
ema_30m_normalized,return_lag_2,-0.3545258640833941,0.3545258640833941
rsi_14,macd_signal_normalized,0.35354426160371,0.35354426160371
ema_30m_z,dist_from_high_30m,0.3504443783356044,0.3504443783356044
slope_ema_5m_normalized,ema_crossover_5m_60m,0.349578149529623,0.349578149529623
slope_ema_5m_normalized,macd_normalized,0.349578149529623,0.349578149529623
ema_5m_normalized,macd_normalized,-0.3495781495296188,0.3495781495296188
ema_5m_normalized,ema_crossover_5m_60m,-0.3495781495296188,0.3495781495296188
return_1m,ema_30m_normalized,-0.33755573300586655,0.33755573300586655
return_1m,slope_ema_30m_normalized,0.3375557330058665,0.3375557330058665
momentum_60m,rsi_14,0.33120161112391466,0.33120161112391466
ema_30m_z,slope_ema_15m_normalized,0.3298190126540131,0.3298190126540131
ema_15m_normalized,ema_30m_z,-0.32981901265401,0.32981901265401
macd_normalized,macd_histogram_normalized,0.323772000085621,0.323772000085621
macd_histogram_normalized,ema_crossover_5m_60m,0.32377200008562096,0.32377200008562096
ema_5m_z,macd_histogram_normalized,0.3203480439851575,0.3203480439851575
ema_30m_z,bb_position_20,0.32025844031658085,0.32025844031658085
ema_10m_normalized,ema_15m_z,-0.31299536590405064,0.31299536590405064
ema_15m_z,slope_ema_10m_normalized,0.3129953659040502,0.3129953659040502
ema_60m_z,momentum_15m,0.3082474571677681,0.3082474571677681
ema_10m_normalized,macd_signal_normalized,-0.3071841538367639,0.3071841538367639
slope_ema_10m_normalized,macd_signal_normalized,0.30718415383675673,0.30718415383675673
slope_ema_5m_normalized,momentum_60m,0.30654994604966346,0.30654994604966346
ema_5m_normalized,momentum_60m,-0.30654994604966207,0.30654994604966207
ema_30m_z,dist_from_low_30m,0.30534106317475496,0.30534106317475496
ema_30m_normalized,oc_spread,-0.3046111619954956,0.3046111619954956
slope_ema_30m_normalized,oc_spread,0.3046111619954888,0.3046111619954888
slope2_ema_60m_normalized,bb_position_20,0.3044216470000381,0.3044216470000381
ema_60m_z,dist_from_high_30m,0.3040886457101148,0.3040886457101148
ema_5m_z,slope_ema_5m_normalized,0.2995492595650574,0.2995492595650574
ema_5m_normalized,ema_5m_z,-0.2995492595650505,0.2995492595650505
momentum_60m,bb_position_20,0.29914147758117393,0.29914147758117393
slope_ema_60m_normalized,return_lag_1,0.29390612436441643,0.29390612436441643
ema_60m_normalized,return_lag_1,-0.2939061243644066,0.2939061243644066
ema_60m_z,rsi_14,0.29294483689311074,0.29294483689311074
momentum_15m,return_lag_1,0.29290110166732786,0.29290110166732786
momentum_15m,return_lag_2,0.28922386018728813,0.28922386018728813
ema_15m_normalized,slope2_ema_30m_normalized,-0.28627808130007365,0.28627808130007365
slope_ema_15m_normalized,slope2_ema_30m_normalized,0.28627808130006366,0.28627808130006366
ema_10m_normalized,slope2_ema_15m_normalized,-0.2859125404764158,0.2859125404764158
slope_ema_10m_normalized,slope2_ema_15m_normalized,0.2859125404764013,0.2859125404764013
slope_ema_60m_normalized,return_lag_2,0.27498242374612686,0.27498242374612686
ema_60m_normalized,return_lag_2,-0.2749824237461039,0.2749824237461039
ema_60m_z,slope_ema_15m_normalized,0.26295836189711125,0.26295836189711125
ema_15m_normalized,ema_60m_z,-0.2629583618971108,0.2629583618971108
ema_5m_normalized,slope2_ema_5m_normalized,-0.26273629532147025,0.26273629532147025
slope_ema_5m_normalized,slope2_ema_5m_normalized,0.26273629532143866,0.26273629532143866
bb_position_20,macd_signal_normalized,0.26130353545819884,0.26130353545819884
volatility_60m,hour_of_day,-0.2604429787177513,0.2604429787177513
volatility_60m,minute_of_day,-0.26013730688260994,0.26013730688260994
slope2_ema_30m_normalized,bb_position_20,0.2590763496899072,0.2590763496899072
price_normalized,return_lag_1,0.25766854197510364,0.25766854197510364
bb_position_20,return_lag_1,0.25657189183882684,0.25657189183882684
return_1m,macd_histogram_normalized,0.2553727786355123,0.2553727786355123
return_1m,slope_ema_60m_normalized,0.24840383959326154,0.24840383959326154
return_1m,ema_60m_normalized,-0.24840383959325582,0.24840383959325582
return_1m,price_z,0.2483243484955514,0.2483243484955514
return_1m,momentum_15m,0.24760165830032513,0.24760165830032513
return_lag_1,dist_from_high_30m,0.24353393201717052,0.24353393201717052
ema_30m_z,slope_ema_10m_normalized,0.24148140545105087,0.24148140545105087
ema_10m_normalized,ema_30m_z,-0.24148140545104907,0.24148140545104907
price_normalized,return_lag_2,0.2392797347760091,0.2392797347760091
volatility_30m,minute_of_day,-0.23887406904601538,0.23887406904601538
slope_ema_30m_normalized,volatility_15m,-0.2363894500538861,0.2363894500538861
ema_30m_normalized,volatility_15m,0.23638945005385786,0.23638945005385786
slope_ema_60m_normalized,volatility_15m,-0.23593404726118067,0.23593404726118067
ema_60m_normalized,volatility_15m,0.23593404726116082,0.23593404726116082
volatility_30m,hour_of_day,-0.23593093008038904,0.23593093008038904
oc_spread,macd_histogram_normalized,0.2336870058865534,0.2336870058865534
return_lag_2,dist_from_high_30m,0.2313108081122445,0.2313108081122445
price_z,oc_spread,0.23083970896260375,0.23083970896260375
ema_60m_z,bb_position_20,0.23048384760283389,0.23048384760283389
slope2_ema_5m_normalized,return_lag_2,-0.22917630652353288,0.22917630652353288
atr_14,minute_of_day,-0.22746126498655198,0.22746126498655198
ema_60m_z,dist_from_low_30m,0.22573089636328697,0.22573089636328697
atr_14,hour_of_day,-0.22513573148842922,0.22513573148842922
ema_10m_z,macd_histogram_normalized,0.22504559194315935,0.22504559194315935
oc_spread,momentum_15m,0.22401009702234237,0.22401009702234237
ema_10m_z,slope_ema_5m_normalized,0.22357992193188564,0.22357992193188564
ema_5m_normalized,ema_10m_z,-0.2235799219318767,0.2235799219318767
slope_ema_60m_normalized,oc_spread,0.2232453881019474,0.2232453881019474
ema_60m_normalized,oc_spread,-0.22324538810194627,0.22324538810194627
slope2_ema_10m_normalized,return_lag_1,-0.22107074107195232,0.22107074107195232
slope_ema_15m_normalized,volatility_15m,-0.22101160230738,0.22101160230738
ema_15m_normalized,volatility_15m,0.22101160230735442,0.22101160230735442
volatility_15m,ema_crossover_5m_60m,-0.220602649446418,0.220602649446418
volatility_15m,macd_normalized,-0.220602649446418,0.220602649446418
price_normalized,return_1m,0.21965819123462457,0.21965819123462457
slope_ema_30m_normalized,slope2_ema_60m_normalized,0.21912389727901488,0.21912389727901488
ema_30m_normalized,slope2_ema_60m_normalized,-0.21912389727901183,0.21912389727901183
slope_ema_60m_normalized,volatility_30m,-0.21882007079184648,0.21882007079184648
ema_60m_normalized,volatility_30m,0.21882007079182839,0.21882007079182839
bb_position_20,return_lag_2,0.21777672735081063,0.21777672735081063
ema_10m_normalized,slope2_ema_10m_normalized,-0.21653377203785681,0.21653377203785681
slope_ema_10m_normalized,slope2_ema_10m_normalized,0.21653377203783453,0.21653377203783453
return_1m,rsi_14,0.21621502656002292,0.21621502656002292
volatility_30m,ema_crossover_5m_60m,-0.21219602818352531,0.21219602818352531
volatility_30m,macd_normalized,-0.21219602818352531,0.21219602818352531
volatility_15m,minute_of_day,-0.21210680045596472,0.21210680045596472
oc_spread,rsi_14,0.21204868298884058,0.21204868298884058
momentum_30m,return_lag_1,0.21116891539113047,0.21116891539113047
volatility_15m,hour_of_day,-0.2079200942967554,0.2079200942967554
volatility_15m,momentum_15m,-0.20744516899882343,0.20744516899882343
return_1m,dist_from_low_30m,0.206072553345526,0.206072553345526
price_normalized,volatility_15m,-0.20318586759394697,0.20318586759394697
macd_normalized,return_lag_2,0.20305220884514372,0.20305220884514372
ema_crossover_5m_60m,return_lag_2,0.20305220884514372,0.20305220884514372
slope_ema_10m_normalized,volatility_15m,-0.20250831091945237,0.20250831091945237
ema_10m_normalized,volatility_15m,0.2025083109194249,0.2025083109194249
slope2_ema_15m_normalized,bb_position_20,0.19972673588406295,0.19972673588406295
momentum_30m,return_lag_2,0.1995692778276415,0.1995692778276415
oc_spread,dist_from_low_30m,0.19856647561282836,0.19856647561282836
slope_ema_30m_normalized,volatility_30m,-0.1982863090613158,0.1982863090613158
ema_30m_normalized,volatility_30m,0.1982863090612911,0.1982863090612911
slope2_ema_60m_normalized,macd_histogram_normalized,0.19752338006116812,0.19752338006116812
price_normalized,oc_spread,0.19708925553186446,0.19708925553186446
volatility_30m,macd_signal_normalized,-0.19655256255883807,0.19655256255883807
price_z,return_lag_1,0.19630159065541705,0.19630159065541705
ema_15m_normalized,slope2_ema_15m_normalized,-0.19423336096338545,0.19423336096338545
slope_ema_15m_normalized,slope2_ema_15m_normalized,0.1942333609633806,0.1942333609633806
price_normalized,volatility_30m,-0.19336135061642098,0.19336135061642098
return_1m,dist_from_high_30m,0.1925779688646475,0.1925779688646475
ema_60m_z,slope_ema_10m_normalized,0.18707009602455893,0.18707009602455893
ema_10m_normalized,ema_60m_z,-0.18707009602455885,0.18707009602455885
dist_from_low_30m,minute_of_day,-0.1853077998996792,0.1853077998996792
ema_15m_z,slope_ema_5m_normalized,0.18499398497502934,0.18499398497502934
ema_5m_normalized,ema_15m_z,-0.18499398497502523,0.18499398497502523
volatility_15m,macd_signal_normalized,-0.1847599071919561,0.1847599071919561
rsi_14,return_lag_1,0.18348987955363785,0.18348987955363785
dist_from_low_30m,hour_of_day,-0.1830342033189911,0.1830342033189911
oc_spread,dist_from_high_30m,0.1810447554349882,0.1810447554349882
return_1m,momentum_30m,0.17863958704372615,0.17863958704372615
volatility_30m,momentum_30m,-0.17781134244408708,0.17781134244408708
volatility_15m,momentum_30m,-0.17679983465226287,0.17679983465226287
price_range,minute_of_day,-0.1764913323706637,0.1764913323706637
volatility_30m,momentum_60m,-0.17528938277946624,0.17528938277946624
rsi_14,return_lag_2,0.17373687755547226,0.17373687755547226
price_range,hour_of_day,-0.17366887234784167,0.17366887234784167
ema_crossover_5m_60m,return_lag_1,0.17356201156118434,0.17356201156118434
macd_normalized,return_lag_1,0.17356201156118434,0.17356201156118434
price_z,return_lag_2,0.17329298143612987,0.17329298143612987
volatility_15m,momentum_60m,-0.1701397297099315,0.1701397297099315
slope_ema_15m_normalized,volatility_30m,-0.16964046858427798,0.16964046858427798
ema_15m_normalized,volatility_30m,0.16964046858425666,0.16964046858425666
slope_ema_60m_normalized,volatility_60m,-0.1692542727466675,0.1692542727466675
ema_60m_normalized,volatility_60m,0.16925427274665494,0.16925427274665494
volatility_60m,ema_crossover_5m_60m,-0.16446785450336845,0.16446785450336845
volatility_60m,macd_normalized,-0.16446785450336845,0.16446785450336845
atr_14,macd_normalized,-0.16405049015412873,0.16405049015412873
atr_14,ema_crossover_5m_60m,-0.16405049015412873,0.16405049015412873
volatility_15m,macd_histogram_normalized,-0.16402599092259595,0.16402599092259595
slope2_ema_10m_normalized,bb_position_20,0.16372201960717017,0.16372201960717017
slope_ema_5m_normalized,volatility_15m,-0.16273335256099433,0.16273335256099433
ema_5m_normalized,volatility_15m,0.16273335256096116,0.16273335256096116
slope_ema_60m_normalized,atr_14,-0.1616914975070385,0.1616914975070385
ema_60m_normalized,atr_14,0.16169149750703374,0.16169149750703374
slope2_ema_60m_normalized,price_z,0.16026260996261532,0.16026260996261532
ema_15m_z,macd_histogram_normalized,0.16001352032423283,0.16001352032423283
slope2_ema_10m_normalized,return_lag_2,-0.15889007435019978,0.15889007435019978
momentum_60m,return_lag_1,0.15832347295747476,0.15832347295747476
oc_spread,momentum_30m,0.15815533949075125,0.15815533949075125
atr_14,macd_signal_normalized,-0.15802131091909072,0.15802131091909072
slope2_ema_15m_normalized,return_lag_1,-0.15796995417719736,0.15796995417719736
slope2_ema_5m_normalized,macd_histogram_normalized,-0.15632127974905471,0.15632127974905471
return_lag_1,dist_from_low_30m,0.1559856567191801,0.1559856567191801
volatility_60m,macd_signal_normalized,-0.1549969225923107,0.1549969225923107
ema_30m_normalized,slope2_ema_30m_normalized,-0.1549885724770991,0.1549885724770991
slope_ema_30m_normalized,slope2_ema_30m_normalized,0.15498857247709427,0.15498857247709427
slope_ema_10m_normalized,volatility_30m,-0.1525402852181627,0.1525402852181627
ema_10m_normalized,volatility_30m,0.15254028521814475,0.15254028521814475
dist_from_high_30m,minute_of_day,0.14991440525608987,0.14991440525608987
slope2_ema_60m_normalized,rsi_14,0.14884662416807126,0.14884662416807126
dist_from_high_30m,hour_of_day,0.14877893418860896,0.14877893418860896
volatility_60m,momentum_60m,-0.14876389654211802,0.14876389654211802
ema_5m_z,return_lag_2,0.14687500377438456,0.14687500377438456
volatility_30m,momentum_15m,-0.1463876850748934,0.1463876850748934
slope2_ema_60m_normalized,momentum_15m,0.14621404950167236,0.14621404950167236
momentum_60m,return_lag_2,0.14531455327511242,0.14531455327511242
slope_ema_30m_normalized,volatility_60m,-0.14445540240943824,0.14445540240943824
ema_30m_normalized,volatility_60m,0.14445540240941968,0.14445540240941968
slope_ema_5m_normalized,macd_signal_normalized,0.14375046175119616,0.14375046175119616
ema_5m_normalized,macd_signal_normalized,-0.14375046175119494,0.14375046175119494
momentum_60m,atr_14,-0.1409036472661631,0.1409036472661631
return_lag_2,dist_from_low_30m,0.14014345020672606,0.14014345020672606
price_normalized,atr_14,-0.14000005733390242,0.14000005733390242
slope2_ema_60m_normalized,dist_from_low_30m,0.13995775866749016,0.13995775866749016
price_normalized,volatility_60m,-0.13849442485418567,0.13849442485418567
volatility_15m,return_lag_2,-0.136584228218989,0.136584228218989
slope_ema_30m_normalized,atr_14,-0.1365023196017135,0.1365023196017135
ema_30m_normalized,atr_14,0.13650231960170772,0.13650231960170772
ema_5m_z,return_lag_1,0.13538086836251575,0.13538086836251575
ema_30m_z,slope_ema_5m_normalized,0.13478507150575014,0.13478507150575014
ema_5m_normalized,ema_30m_z,-0.13478507150574612,0.13478507150574612
ema_15m_normalized,slope2_ema_10m_normalized,-0.13372337582864885,0.13372337582864885
slope2_ema_10m_normalized,slope_ema_15m_normalized,0.13372337582863675,0.13372337582863675
volatility_15m,return_lag_1,-0.1327909811622962,0.1327909811622962
momentum_60m,macd_histogram_normalized,0.1322704552734711,0.1322704552734711
return_1m,momentum_60m,0.1302848475951622,0.1302848475951622
slope2_ema_30m_normalized,macd_histogram_normalized,0.12553739085873913,0.12553739085873913
slope_ema_15m_normalized,volatility_60m,-0.1246124418380219,0.1246124418380219
ema_15m_normalized,volatility_60m,0.12461244183800341,0.12461244183800341
slope_ema_5m_normalized,volatility_30m,-0.12427224575103857,0.12427224575103857
ema_5m_normalized,volatility_30m,0.12427224575101409,0.12427224575101409
slope2_ema_30m_normalized,macd_signal_normalized,-0.12336775670930657,0.12336775670930657
slope2_ema_30m_normalized,price_z,0.12165116636825665,0.12165116636825665
slope_ema_60m_normalized,slope2_ema_60m_normalized,0.12047826905715198,0.12047826905715198
ema_60m_normalized,slope2_ema_60m_normalized,-0.12047826905714537,0.12047826905714537
momentum_30m,atr_14,-0.11943067889800232,0.11943067889800232
volatility_60m,momentum_30m,-0.11798340446389004,0.11798340446389004
slope2_ema_15m_normalized,macd_signal_normalized,-0.11762914434005729,0.11762914434005729
oc_spread,momentum_60m,0.11590272068230668,0.11590272068230668
price_range,ema_crossover_5m_60m,-0.1154427604676811,0.1154427604676811
price_range,macd_normalized,-0.1154427604676811,0.1154427604676811
slope2_ema_15m_normalized,return_lag_2,-0.11536480268971346,0.11536480268971346
slope_ema_10m_normalized,volatility_60m,-0.11397334597397327,0.11397334597397327
ema_10m_normalized,volatility_60m,0.11397334597396096,0.11397334597396096
slope_ema_60m_normalized,price_range,-0.11362171488827978,0.11362171488827978
ema_60m_normalized,price_range,0.11362171488827646,0.11362171488827646
slope2_ema_10m_normalized,macd_normalized,-0.11252472464559223,0.11252472464559223
slope2_ema_10m_normalized,ema_crossover_5m_60m,-0.11252472464559223,0.11252472464559223
momentum_15m,atr_14,-0.11156997621180487,0.11156997621180487
slope2_ema_5m_normalized,ema_crossover_5m_60m,-0.11123407503609915,0.11123407503609915
slope2_ema_5m_normalized,macd_normalized,-0.11123407503609915,0.11123407503609915
ema_60m_z,atr_14,-0.11088658374532374,0.11088658374532374
slope_ema_15m_normalized,atr_14,-0.10947688947869848,0.10947688947869848
ema_15m_normalized,atr_14,0.10947688947868699,0.10947688947868699
slope2_ema_5m_normalized,bb_position_20,0.10937183093569304,0.10937183093569304
ema_10m_z,return_lag_2,0.10934058769442004,0.10934058769442004
price_range,macd_signal_normalized,-0.1090922745974791,0.1090922745974791
slope2_ema_15m_normalized,macd_normalized,-0.10680597390240745,0.10680597390240745
slope2_ema_15m_normalized,ema_crossover_5m_60m,-0.10680597390240745,0.10680597390240745
volatility_60m,momentum_15m,-0.10465346954061444,0.10465346954061444
slope2_ema_10m_normalized,macd_signal_normalized,-0.10293638631308664,0.10293638631308664
slope2_ema_60m_normalized,macd_signal_normalized,-0.10254724294420756,0.10254724294420756
slope2_ema_60m_normalized,dist_from_high_30m,0.10242835139673075,0.10242835139673075
slope2_ema_30m_normalized,rsi_14,0.1019607605438407,0.1019607605438407
volatility_30m,return_lag_1,-0.10189104636321103,0.10189104636321103
ema_60m_z,slope_ema_5m_normalized,0.10173031083063601,0.10173031083063601
ema_5m_normalized,ema_60m_z,-0.10173031083063241,0.10173031083063241
slope2_ema_30m_normalized,dist_from_low_30m,0.10132122106932946,0.10132122106932946
price_range,momentum_60m,-0.10117919304593385,0.10117919304593385
volatility_30m,return_lag_2,-0.09898471565283255,0.09898471565283255
return_1m,ema_5m_z,0.09880996338139653,0.09880996338139653
price_normalized,price_range,-0.09831853206859618,0.09831853206859618
slope_ema_30m_normalized,price_range,-0.09518899189068773,0.09518899189068773
ema_30m_normalized,price_range,0.09518899189068696,0.09518899189068696
ema_10m_z,return_lag_1,0.09517336293069294,0.09517336293069294
slope_ema_5m_normalized,volatility_60m,-0.09493943416783938,0.09493943416783938
ema_5m_normalized,volatility_60m,0.0949394341678205,0.0949394341678205
volatility_30m,macd_histogram_normalized,-0.09359012368835062,0.09359012368835062
price_normalized,slope2_ema_60m_normalized,0.09330356094989115,0.09330356094989115
ema_30m_z,atr_14,-0.0932523549755713,0.0932523549755713
slope_ema_10m_normalized,atr_14,-0.0926705917203691,0.0926705917203691
ema_10m_normalized,atr_14,0.09267059172036282,0.09267059172036282
ema_15m_z,return_lag_2,0.09006619942488521,0.09006619942488521
ema_10m_normalized,slope2_ema_5m_normalized,-0.0898649009309046,0.0898649009309046
slope2_ema_5m_normalized,slope_ema_10m_normalized,0.08986490093088527,0.08986490093088527
ema_60m_z,price_range,-0.08900784109888836,0.08900784109888836
slope2_ema_30m_normalized,return_lag_1,-0.08796300768425389,0.08796300768425389
slope2_ema_5m_normalized,volatility_15m,0.08792714674851185,0.08792714674851185
slope2_ema_15m_normalized,price_z,0.0867802428908538,0.0867802428908538
return_1m,macd_normalized,0.08596438337079759,0.08596438337079759
return_1m,ema_crossover_5m_60m,0.08596438337079759,0.08596438337079759
ema_60m_z,volatility_15m,-0.08571573305543827,0.08571573305543827
price_range,momentum_30m,-0.08482241262481245,0.08482241262481245
ema_30m_normalized,slope2_ema_15m_normalized,-0.08458477791564517,0.08458477791564517
slope2_ema_15m_normalized,slope_ema_30m_normalized,0.08458477791564209,0.08458477791564209
ema_5m_z,oc_spread,0.08349036708317292,0.08349036708317292
ema_60m_z,volatility_30m,-0.08264052772837173,0.08264052772837173
ema_15m_z,atr_14,-0.08253531327529008,0.08253531327529008
slope2_ema_30m_normalized,macd_normalized,-0.08196719481426021,0.08196719481426021
slope2_ema_30m_normalized,ema_crossover_5m_60m,-0.08196719481426021,0.08196719481426021
slope2_ema_30m_normalized,momentum_15m,0.0810548656711109,0.0810548656711109
volatility_60m,return_lag_1,-0.07890467303226774,0.07890467303226774
ema_10m_z,atr_14,-0.07835860759690914,0.07835860759690914
slope_ema_15m_normalized,price_range,-0.07782175525076844,0.07782175525076844
ema_15m_normalized,price_range,0.07782175525076523,0.07782175525076523
ema_30m_z,price_range,-0.07693032867289254,0.07693032867289254
volatility_60m,return_lag_2,-0.07687487567927369,0.07687487567927369
ema_15m_z,return_lag_1,0.07654839577739396,0.07654839577739396
oc_spread,macd_normalized,0.07538976639472746,0.07538976639472746
oc_spread,ema_crossover_5m_60m,0.07538976639472746,0.07538976639472746
macd_signal_normalized,return_lag_2,0.07395194126137253,0.07395194126137253
ema_5m_z,atr_14,-0.07319596995854992,0.07319596995854992
price_range,momentum_15m,-0.07242588327223702,0.07242588327223702
slope2_ema_30m_normalized,slope_ema_60m_normalized,0.07219322328256719,0.07219322328256719
ema_60m_normalized,slope2_ema_30m_normalized,-0.07219322328256184,0.07219322328256184
ema_30m_z,volatility_15m,-0.07168005317028568,0.07168005317028568
ema_15m_z,slope2_ema_15m_normalized,-0.0716331373011083,0.0716331373011083
slope2_ema_5m_normalized,macd_signal_normalized,-0.07156092498636062,0.07156092498636062
ema_15m_z,price_range,-0.0713853768407626,0.0713853768407626
ema_10m_z,slope2_ema_10m_normalized,-0.07121038530460183,0.07121038530460183
ema_60m_z,volatility_60m,-0.07119330282216725,0.07119330282216725
ema_10m_z,slope2_ema_15m_normalized,-0.07059893634555209,0.07059893634555209
ema_10m_z,price_range,-0.06993011293820546,0.06993011293820546
slope2_ema_10m_normalized,price_z,0.06921485973630377,0.06921485973630377
ema_15m_z,slope2_ema_10m_normalized,-0.06867778214477006,0.06867778214477006
ema_5m_z,price_range,-0.06834546180779391,0.06834546180779391
slope2_ema_15m_normalized,dist_from_low_30m,0.06795058289907799,0.06795058289907799
slope_ema_10m_normalized,price_range,-0.06692056371302019,0.06692056371302019
ema_10m_normalized,price_range,0.06692056371301829,0.06692056371301829
price_z,atr_14,-0.06652635290709284,0.06652635290709284
slope_ema_5m_normalized,atr_14,-0.0663698069259063,0.0663698069259063
ema_5m_normalized,atr_14,0.06636980692589074,0.06636980692589074
ema_30m_z,return_lag_2,0.06592612325514188,0.06592612325514188
ema_30m_z,volatility_30m,-0.06524544491666998,0.06524544491666998
slope2_ema_10m_normalized,volatility_15m,0.06521424763136828,0.06521424763136828
price_z,price_range,-0.06507062016021326,0.06507062016021326
ema_30m_z,slope2_ema_30m_normalized,-0.06490244899196546,0.06490244899196546
ema_30m_z,slope2_ema_15m_normalized,-0.06390026955798364,0.06390026955798364
volatility_60m,macd_histogram_normalized,-0.06349464075881664,0.06349464075881664
ema_15m_z,slope2_ema_30m_normalized,-0.06330671476775282,0.06330671476775282
slope2_ema_60m_normalized,momentum_30m,0.06260400705512716,0.06260400705512716
ema_15m_z,volatility_15m,-0.06259276889526721,0.06259276889526721
ema_10m_z,slope2_ema_5m_normalized,-0.06227597985072471,0.06227597985072471
ema_5m_z,slope2_ema_5m_normalized,-0.062162531774563524,0.062162531774563524
return_1m,ema_10m_z,0.061740230868259464,0.061740230868259464
slope2_ema_5m_normalized,volatility_30m,0.060775771535690075,0.060775771535690075
ema_5m_z,slope2_ema_10m_normalized,-0.05982766195120551,0.05982766195120551
ema_10m_z,volatility_15m,-0.05880749068902081,0.05880749068902081
slope2_ema_30m_normalized,return_lag_2,-0.05860566756864938,0.05860566756864938
ema_60m_z,slope2_ema_30m_normalized,-0.058528946185692834,0.058528946185692834
slope2_ema_30m_normalized,dist_from_high_30m,0.05797348413597887,0.05797348413597887
ema_30m_z,macd_histogram_normalized,0.05784059937126649,0.05784059937126649
ema_30m_z,slope2_ema_10m_normalized,-0.05743257461631172,0.05743257461631172
atr_14,return_lag_2,-0.056197653633186656,0.056197653633186656
ema_15m_z,slope2_ema_5m_normalized,-0.05611067890185173,0.05611067890185173
ema_10m_z,slope2_ema_30m_normalized,-0.055656566105979764,0.055656566105979764
slope2_ema_10m_normalized,dist_from_low_30m,0.05420031615360699,0.05420031615360699
ema_5m_z,volatility_15m,-0.0540657133222633,0.0540657133222633
ema_30m_z,return_lag_1,0.05403954223819291,0.05403954223819291
slope2_ema_10m_normalized,macd_histogram_normalized,-0.05403558547557675,0.05403558547557675
ema_15m_z,volatility_30m,-0.053638284645852685,0.053638284645852685
macd_signal_normalized,return_lag_1,0.053364709132393405,0.053364709132393405
slope2_ema_15m_normalized,volatility_15m,0.05300564977238134,0.05300564977238134
atr_14,return_lag_1,-0.052554688257732504,0.052554688257732504
ema_60m_z,slope2_ema_15m_normalized,-0.05224144739758409,0.05224144739758409
ema_5m_z,slope2_ema_15m_normalized,-0.05175081349254764,0.05175081349254764
atr_14,macd_histogram_normalized,-0.051685742315813424,0.051685742315813424
ema_60m_z,slope2_ema_60m_normalized,-0.05148802947102506,0.05148802947102506
slope2_ema_5m_normalized,momentum_15m,-0.050542136165889574,0.050542136165889574
slope2_ema_15m_normalized,rsi_14,0.05032978214896205,0.05032978214896205
slope2_ema_60m_normalized,return_lag_1,-0.05022156537304321,0.05022156537304321
ema_60m_z,return_lag_2,0.04967751826290958,0.04967751826290958
ema_30m_z,volatility_60m,-0.04957167907796141,0.04957167907796141
ema_30m_z,slope2_ema_60m_normalized,-0.04934928726530585,0.04934928726530585
ema_10m_z,volatility_30m,-0.04922213333040646,0.04922213333040646
ema_10m_z,oc_spread,0.049014448500184646,0.049014448500184646
price_range,return_lag_2,-0.04876645927500417,0.04876645927500417
macd_signal_normalized,macd_histogram_normalized,0.048381507047611384,0.048381507047611384
